	425825357
#quickstatements	52627206
on	25575086
[[Property:P31]]:	24205127
label	19170827
https://goo	18187433
description	17273426
Bot:	15603358
BOT:Add	12959991
descriptions	11688135
.gl/BezTim	11081858
logfile	11081858
adding	10839959
and	10689813
for	10208071
-	9688205
from	9615829
de	9260452
Adding	8546081
nl-description,	8500945
Уикимедия	8388774
Wikimedia	8235343
python	7837598
of	7748549
add	7673699
#petscan	7285120
code	7267606
category	6370297
категория	6351453
[[Property:P17]]:	6173631
Add	5947295
to	5796344
BOT	5607785
[[Property:P2860]]:	5597126
languages):	5510996
item	5398819
disambiguation	5034845
[[Q5]]	4896101
[[Property:P569]]:	4696113
[[Property:P131]]:	4643905
[[Property:P625]]:	4559483
.gl/QsntSb,	4450994
article	4423414
Bot	4317414
[fr]	4258294
на	4243555
interwikilink:	4187196
[[Property:P107]]:	4122539
latin	4079294
(only	4075508
alphabet)	4075461
in	3928509
ar,	3820015
[[Property:P2093]]:	3818179
scientific	3807149
[[Property:P106]]:	3796857
[[Property:P846]]:	3714246
ca,	3700972
species	3663850
by	3658555
[[Property:P1545]]:	3565744
setting	3565602
proper	3530268
it	3434650
code]],	3316349
[[User:Edoderoobot/Set-nl-description|python	3316319
->	3258087
[[Q618123]]	3235002
#autolist2	3129837
[[Property:P21]]:	3124237
Wikipedia	3096925
eo,	3076998
[[Property:P735]]:	3059414
bs,	3014131
es,	2991191
в	2947682
hu,	2910041
вид	2897113
be,	2876096
[[Property:P171]]	2806764
labels	2792601
en	2777419
[nl]	2748250
deduced	2744361
set	2743796
[[Property:P107]],	2734321
[[Property:P18]]:	2733541
it,	2710694
Setting	2691307
cy,	2680679
gsw,	2677892
be-tarask,	2649082
he,	2646457
Persian	2603834
page	2583854
[[Q6581097]]	2563785
[[Property:P19]]:	2533529
label(s):	2509303
[[Property:P646]]:	2487275
[[Property:P570]]:	2472565
Added:	2466710
проекте	2458059
[[Property:P225]]:	2456016
[[Property:P27]]:	2432612
Категория	2430920
with	2406516
Added	2399343
Викимедиа	2371392
[[Property:P105]]:	2356459
der	2338192
fr,	2282044
update	2248425
[[Q7432]]	2247238
[[Property:P1566]]:	2209000
de-at,	2195033
the	2194710
lb,	2181777
categoría	2165588
based	2156945
a	2127858
de-ch,	2127535
страница	2116619
Auto-description	2114355
gl,	2106862
hr,	2084888
Art	2066101
is	2063151
[[Property:P1087]]:	2057423
el,	2050546
[[Q215627]]	2049303
[[Q4167836]]	2035739
zh-cn,	2031700
Gattung	2001554
sr,	1997827
en,	1987764
[[Property:P830]]:	1985794
de,	1980630
hy,	1973298
P31=Q4167836	1961216
case)	1958975
(Upper	1957389
sk,	1934186
uk,	1934173
sl,	1929543
Norwegian	1884698
sco,	1865057
nap,	1861997
[[Property:P585]]:	1853196
deprecated	1800732
Վիքիմեդիայի	1782202
նախագծի	1782027
present	1767880
lv,	1761508
ja,	1746950
(task	1731922
property,	1730038
sv	1718857
bn,	1706883
[[Property:P577]]:	1654664
New	1621444
fi,	1608790
description:	1606396
Wikimédia	1599089
[[Property:P54]]:	1594324
[[Property:P1448]]:	1579788
yue,	1576811
من	1576778
no	1556015
cs-description-fix,	1527146
.gl/NcxNZ0,	1527146
di	1497141
categoria	1491398
cs,	1490673
[[Property:P171]]:	1489119
[[Property:P421]]:	1482499
[de]	1477735
Add/Modify	1464344
[[Property:P1843]]:	1462467
da,	1461187
zh-hk,	1447304
نوع	1434462
id,	1423767
zh-tw	1416376
[[Property:P105]]=[[Q7432]]	1384936
#WLM	1366600
#COH	1366600
zh-mo,	1364902
zh-my,	1363513
zh-sg,	1362284
[[Property:P17]],	1343488
[[Property:P225]]	1341930
gu,	1334344
#se-fornmin	1331972
ilo,	1312431
nl	1309407
ko,	1308647
[[Property:P373]]:	1303101
[[Property:P1433]]:	1280146
ru	1275031
[[Q4167410]]	1266148
item:	1264379
[[Property:P214]]:	1262581
et,	1260888
տեսակ	1234642
#quickstatements;	1228088
[[Property:P856]]:	1225426
[[Property:P281]]:	1224599
da	1221373
it,fr,de,pt,pt-br,ru,sv	1217953
ast,	1211614
Replace	1195607
[[Property:P356]]:	1168777
and/or	1166718
[[Property:P70]]:	1165643
vi,	1151946
[[Property:P2044]]:	1150400
[[Property:P1082]]:	1147421
sitelink	1144770
[[Property:P364]]:	1143172
d'un	1135549
projet	1129399
[[Property:P1476]]:	1124290
[[Property:P580]]:	1124007
[[Property:P1435]]:	1116644
wikilink	1109733
pt	1107777
pl,	1106240
[[Property:P571]]:	1103056
en-gb,	1097668
October	1091682
pt-br,	1079852
[[Property:P71]]:	1077602
move	1069931
[[Property:P685]]:	1058043
[en]	1051430
fr	1038782
Update	1038651
Importing	1031569
catégorie	1028019
oc,	1023234
[[Property:P131]],	1022388
missing	1013174
fa,	1006786
ceb,	1002749
eu,	997454
[[Q6985]],	994185
es	992547
пояснителна	990624
[[Property:P815]]:	956706
(Nynorsk)	953870
#quick-statements	950145
Danish	947841
կատեգորիա	936094
nb	935614
metre	933372
5)	933201
insect	927219
[[Property:P136]]:	921631
насекомо	921319
[[Property:P141]]:	917277
Swedish	916180
en-ca,	915036
(Bokmål)	906035
[[Property:P495]]:	904609
[[Q30]]	888939
Wikimedia-Kategorie	882251
import	874120
1	862231
[[Property:P582]]:	858696
nl,	854301
label(s)	853377
remove	850050
[[Property:P276]]:	849429
bot:	845820
[[Q16521]]	838523
[[Property:P641]]:	837301
միջատների	834047
[[Property:P161]]:	830478
Пояснителна	827665
ka,	818380
[[Property:P304]]:	815331
The	813243
[[Property:P1412]]:	812051
[[Property:P20]]:	811422
[[MediaWiki:Gadget-Merge.js|merge.js]]	809686
ce,	807429
italian	806594
fo,	804493
fy,	803578
mk,	803317
template	802375
jv,	793602
2014	792693
frr,	791943
nb,	790348
.gl/??????,	788837
lv-description-fix,	788834
7)	786908
[[Property:P195]]:	785949
[[Q148]]	784373
January	782202
ceb	779548
[[Property:P910]]:	768292
->page	765910
he	765185
1,	753050
[[Q159]]	749304
[[Property:P830]]	737529
[[Property:P301]]:	737518
redundant	733611
title	727643
link:	725788
[[Property:P74]]:	723864
25	717261
[[Property:P960]]:	705624
WD-system-description.py	704622
[[Property:P166]]:	703790
[[Property:P478]]:	702894
un	697516
pt-br	695923
pt,	693232
#item-creator	693164
[[Property:P1070]]:	690954
um	685649
family	684773
projeto	681191
label/alias	680039
bg,	677647
[[Property:P69]]:	677397
April	674879
[[Property:P150]],	673614
progetto	670879
URL	666241
[[Property:P442]],	664610
July	661723
[[Property:P268]]:	661222
March	657261
new	655009
data	647111
της	638402
0000	636866
2,	636380
May	631635
[[Property:P961]]:	628690
[[Property:P1350]]:	627026
[[Property:P373]],	626904
[[Property:P1351]]:	625554
հոդված	624184
zh,	621446
November	620462
cs	619500
September	619067
December	617797
[[Q1860]],	616921
up	614746
[[Property:P698]]:	613112
clean	612208
[[Property:P625]]	609915
code],	605772
[[Q13442814]],	601974
[https://www.wikidata.org/wiki/User:Edoderoobot/Set-nl-description	599753
sk	596786
[[Property:P433]]:	593929
[[Property:P361]]:	590110
i	590096
August	589452
[[Property:P269]]:	589350
[[Q13100073]]	588847
(15	588481
ru,	587431
[[User:Harej|]]	586380
descriptionr	585656
P31=Q4167410	583943
[[Property:P850]]:	582486
at	578379
Publication	570342
pubmedID	569516
[[Q11266439]],	569238
ku-latn,	568969
ca	567261
[[Property:P345]]:	565660
van	564189
February	561792
domains	558457
[[Q386724]]	558308
add/update	555387
it's	555265
الحشرات,	554929
June	549249
sa	547732
3,	539097
[[Property:P150]]:	535106
[[Property:P47]]:	534780
[[Q1969448]]	523295
[[Property:P39]]:	520632
ckb,	514152
according	512810
processed	511070
BOT:Fix	509388
[[Property:P217]]:	506908
see	505736
[[Q6581072]]	496804
[[Property:P764]]:	496671
lang	495163
[[Property:P31]],	494554
[[Q79007]]	490670
[[Property:P721]]:	489993
[[Property:P279]]:	489012
BOT:	488773
[[Property:P734]]:	486911
article,	486562
2	485828
шаблон	484196
[[Q11651459]]	482145
nds,	471159
[[Property:P248]]:	470981
#wikidata-game	470385
էջ	468042
բազմիմաստության	468031
փարատման	468027
(3	467758
[[Property:P3064]]:	467054
reference	465432
plant	462804
[[Property:P527]]:	460962
desambiguación	459724
[[Property:P227]]:	456744
robot	454372
la	452962
[[Q55]]	452311
vi	451649
that	451478
zh-hans,	450738
[[Property:P704]]:	449900
[[Q145]]	449474
via	449250
[[Property:P244]]:	447327
nn,	447279
գիտական	447238
removing	445810
растение	445717
النباتات,	445462
[[Q17939676]]	444531
[[Property:P31]]	440501
բույսերի	439274
P1566	436736
request]]	436728
[[Wikidata:Bot_requests#Import_GeoNames_ID_.28P1566.29|Bot	436724
Arabic	433719
sr	432561
[[Q211005]]	430764
A	429922
#proteine	427830
bounds	425596
P31	422988
4,	422246
redirect	420775
equal	420170
manually	419779
amount	418584
upper/lower	418260
[[Property:P186]]:	415731
(27	414537
[[Property:P50]]:	413964
English	410832
gl	409190
sv,	407843
zh	406071
[[Q11266439]]	405870
[[Property:P170]]:	405670
[[Q486972]]	399157
interwikis	398424
[[Property:P413]]:	393873
[[Q183]]	393788
ko,...	393211
(80	392670
[[Q5]],	392092
οικισμός	391578
[[Property:P225]],	390593
link	390537
[[Q3305213]]	389646
3	388165
labels.	387188
Game	384070
[[Property:P932]]:	383894
/	383550
Distributed	378261
long	377202
film	376339
lat	375421
[[Property:P405]]:	374143
[[Property:P969]]:	373301
(1	372084
[[Property:P407]]:	369050
2013	367990
sources	363364
[[Q5084]]	362784
tool]]	359115
[[Wikidata:Primary	359112
[[Property:P155]]:	358925
[[Property:P1344]]:	358142
del	356311
dewiki	355602
zh-hant,	354016
centimetre	352509
[[Property:P105]],	351615
[[Q142]]	351028
[[Property:P74]]	350099
растения	349718
human	349241
Human	348913
[[Property:P156]]:	348733
[no]	347969
d'homonymie	347083
[[Property:P21]],	344597
von	343646
[[Property:P2048]]:	342149
descriptions:	341492
Commons	339928
[[Property:P161]],	339639
2015	339160
plants	338620
5,	336607
#mix'n'match	336457
4	336384
edit	335158
13	334766
(28	334298
0	333058
[[Q1860]]	330439
15	325940
lt,	324965
21	324446
[[Property:P3417]]:	324181
[[Q22671]]	323245
10	319091
[[Property:P574]]:	318413
[[Q15700834]],	317691
[[Property:P921]]:	317526
language	317216
Creating	316117
revision	316100
Clearing	315816
date	315505
22	314844
[[Property:P213]]:	313716
terms	313151
[[Q82955]]	313022
[[Property:P102]]:	311802
[[Property:P57]]:	311450
du	311264
[[User:Edoderoobot/WD-taxon-description.py|source]]	310440
WD-taxon-description.py	310439
2016	309615
11	309245
täpsustuslehekülg	308615
2012	308158
5	308068
23	306075
[[Property:P528]]:	305522
metre,	305113
war	304999
[[Property:P971]]:	302624
Updating	301067
[[Q6581097]],	300520
14	300302
moving	300249
[[Property:P132]]:	299970
[[Property:P214]],	298922
12	296966
links	296160
KasparBot	295464
claim	293474
#distributed-game	292152
6	288943
([[User	287072
genus	286996
[[Q11424]]	286936
[[MediaWiki:Gadget-Merge.js|merge.js]],	286735
[[Q38]]	285742
qualifier	284858
aliases	284525
[[Q4167410]],	280758
(4	280314
24	279624
graph	277798
citation	277749
2011	277611
[[Property:P639]]:	276892
[[Property:P463]]:	276589
list	276005
updating	275515
[[Property:P1559]]:	275388
[[Q532]]	274827
7	273967
կաղապար	273613
referenced	271213
Шаблон	269981
Wikimedia-malline	268736
pl	268702
6,	268682
26	266096
8	265523
village	264517
Dutch	264386
2010	263659
boot:	262823
[[Q916333]]	261901
[[Property:P1006]]:	261605
kilometre	260948
[[Q16]],	260225
Robot:	257225
Moving	256778
John	256293
label:	255878
[[Q34740]]	255677
16	255610
[[Property:P973]]:	255363
17	253593
[[Q4167836]],	253563
9	253086
20	253085
[[Q13406463]]	252829
[[Property:P27]],	252546
[[Property:P1343]]:	252097
[[Property:P3591]]:	252035
Wikimedia-luokka	250920
[[Property:P360]]:	250788
[[Property:P2603]]:	250182
wikipedia	250005
27	249988
[sv]	249385
[[Property:P3186]]:	249004
28	248585
GND	247607
ar	244965
[[Q145]],	244288
[[Q2736]]	242537
[[Property:P1814]]:	242138
[[Property:P1421]]:	237238
насекоми	237227
p107	236972
[[MediaWiki	236901
ro	236757
18	236710
insects	236280
2009	236002
Wikimedia-luetteloartikkeli,	235683
Δημοκρατίας	234518
BOT:Remove	234511
Λαϊκής	234246
Κίνας,	234186
[[Property:P1895]]:	234108
[[Q7737]],	233642
Wikipédia	233493
списък	233303
род	232830
talk:Gadget-autoEdit.js|autoEdit]]	232398
La	231308
(44	231220
straat	231200
19	228615
(26	228412
en-dutch-street,	227710
.gl/EGL2ZE,	227707
des	226285
value	225734
প্রোটিন	225083
উপপ্রমেয়মূলক	225080
2008	223957
[[Property:P3138]]:	223420
[[Q3947]]	222119
2001	221718
[[Q150]]	221066
->espèce	220586
[[Q22651]]	220387
[[Property:P1216]]:	220335
29	218914
[[Property:P106]],	217934
(25	216879
30	216770
as	214974
[[Property:P180]]:	214419
[[Q30]],	213732
P225	213620
[[Property:P108]]:	211963
[[Property:P227]],	209669
[[Q96]]	209311
p21	208869
[[Q17329259]],	207811
wikinews-description	207349
Sitelink	207239
P373	207180
գյուղ	205642
Item	205035
element	204991
J	203611
order	203028
7,	202491
[[Property:P159]]:	202244
prepare	201991
rename	201857
GO	201463
[[Q17633526]]	201405
Palissy	201362
[[Property:P937]]:	201308
create	201197
entity	200727
M	200154
[[Q668]]	200107
[[Property:P627]]:	199899
à	199870
[[Property:P175]]:	199361
encyclopedic	199035
[[Property:P3151]]:	198776
2007	198332
энциклопедическая	197637
статья,	197136
[[Q34266]],	197053
[[Q3863]]	196199
2006	195809
[[Property:P242]]:	195651
في	195467
[[Property:P7]]:	194483
[[Q34]]	193881
(42	193847
[[Q6655]],	193490
beetle	192786
[[Property:P2049]]:	191329
[[Property:P19]],	190962
same	190905
2000	190696
[[Q17]]	190115
th,	189052
square	188710
31	187872
site	187408
for:	187393
[[User:Mahir256|]]	187277
game	187110
or,	187032
claim:	186617
[[Q43229]]	186601
Descriptions	186532
[[Property:P2046]]:	186271
[[Property:P2163]]:	186045
[[Property:P1447]]:	185883
kategooria	183210
ps,	183188
појаснителна	182488
it,fr,de,pt,pt-br,ru	182472
P31=Q11266439	182472
#normalize-alias,	182023
edits	181503
last	181457
[[Property:P590]]:	181270
code]]	180456
zh-hk,...	180380
[[Q937857]]	180215
Reverted	180137
[[User:Edoderoobot/normalized_label_to_alias.py|python	180091
espèce	180069
2005	179776
bad	179612
la,	178725
[[Property:P972]]:	178463
page.	178373
German	177967
interwikilink:de	177736
հանրագիտարանային	176970
2004	176463
[[Q10729125]]	175412
population	174995
(7	171516
селище	171295
Wikimedia-Liste	171137
si,	170854
as,	170519
[[Q252]]	169342
#wdfist	169107
uk	169029
2002	168837
ta,	168549
[[Property:P716]]:	168212
dates	167930
yi,	167001
[[Q4022]]	166300
[[Property:P86]]:	165593
[[Q783794]]	165477
la...	165186
(77	164530
[[Property:P3240]]:	164028
[[Q355304]],	163401
[[Q29]]	163298
0001	163205
name	162880
:	162494
fa	162408
[[Property:P2067]]:	162188
ruwiki	161941
[[Q482994]]	161157
person	160667
[[Property:P473]]:	159898
[[Property:P2752]]:	159799
[[User:Jitrixis/nameGuzzler.js|nameGuzzler]]	159255
[[Q8502]],	159091
[[Q486972]],	158980
[[Q36]]	158939
flies	158764
двукрили	158755
[[Property:P1939]]:	158321
[[Q34]],	158210
[[Property:P962]]:	158049
language(s)	157670
8,	157420
[[Property:P1391]]:	157353
васкуларни	156914
քիմիական	156865
միացություն	156844
[[Property:P1260]]:	156742
Marking	156600
[[Property:P607]]:	156146
Labels	155456
2003	155349
1999	155324
Gidugang:	154953
([[Wikidata:Requests_for_permissions/Bot/Addbot_5|approved	154824
task]])	154824
[[phab:T105100|Phabricator]]:	154776
[[Q8502]]	154487
kemiallinen	154367
[[Property:P2043]]:	154354
yhdiste,	154349
politician	154250
[[Property:P18]],	154155
vascular	153897
[[Property:P3181]]:	152849
using	152216
[[Property:P462]]:	152192
[[MediaWiki_talk:Gadget-labelLister.js|labelLister]]	150660
[[Property:P244]],	148951
[[Property:P1367]]:	148933
Removed	148136
[[Property:P77]],	147959
[[Q21287602]],	147862
[[Property:P40]]:	146935
[[Q33999]]	146833
[[Property:P264]]:	146319
batch	146015
football	145623
[[Q3245245]]	144907
[[Property:P460]]:	144532
William	144381
[[Q794]]	144335
[[Property:P20]],	144266
Import	144014
[[Q55488]]	143982
id-wiki	143048
Robot	142047
(17	141995
sh	140067
[[Property:P127]]:	139417
[[Q296955]]	139219
VIAF	139080
commune	138064
simple	138031
1.0]]	137974
[[User:KasparBot/Kaspar|Kaspar	137965
[[MediaWiki:Gadget-Merge.js]],	137295
[[Q16]]	136975
[[Q2736]],	136712
var.	136179
(54	135322
French	135103
[[Property:P2002]]:	134946
sk...	134841
South	134735
before	134723
importing	133628
[[Property:P1953]]:	133532
[[Property:P213]],	132980
1998	132954
w	132869
[[Property:P842]]:	132691
[[Q1622272]]	132557
[[Q188]]	132223
[[Property:P703]]:	131720
1584	131591
России	131488
ja	131279
David	131241
[[Q278113]]	131196
P107	131155
American	131044
enwiki	130617
Gregorian	130539
[[Property:P58]]:	130193
[[Property:P3373]]:	130033
against	129867
et	129779
per	128956
flowering	128899
S	128729
[[Property:P3430]]:	128608
d'insectes	128475
1991	128296
[[Q4259259]]	128035
[[Q25312]]	128031
[[Property:P1114]]:	127741
9,	127708
gène	127682
[hy]	127526
xkcd	126848
покритосеменни	126731
pages	126705
dodał	126630
af,	126461
ruwiki:	126110
Q11651459	126107
player	126002
[nb]	125963
[[Property:P710]]:	125539
robot:	125440
not	125201
[[Property:P1352]]:	124876
[[Property:P94]]:	124658
label,	124102
[[Property:P2588]]:	123824
zh-ha...	123705
->village	123612
Updated:	123036
problem]])	122732
([[User_talk:CanaryBot|Report	122530
Robert	121896
районе	121628
San	121610
C	121326
wrong	121324
v	120603
[[Property:P351]]:	120194
(Wikimedia	120112
[[Property:P1013]]:	120052
[[Property:P490]],	120039
[[Property:P935]]:	119905
change	119304
[[Property:P1889]]:	118649
poliitikko,	118503
[[Q16970]]	118126
[[Q23397]],	118120
Thomas	117794
strona	117565
ujednoznaczniająca	117391
(suba	117375
checked	117276
projekta	117239
[[Property:P22]]:	116648
[[Q1390]]	116645
duplicate	116492
https://www.wikidata.org/wiki/User:Edoderoobot/Set-nl-description,	116412
در	116059
[[Property:P682]]:	115668
میں	115443
United	115340
[[Q36180]]	115332
R	115322
[[Q7187]]	115115
sco	115060
2016,	114846
James	114548
[[Property:P761]]:	114503
Le	114476
TaiBNET	114239
[[Property:P70]],	113841
1980	113453
02	113439
[[Property:P137]]:	113147
[[Q15700831]]	113073
[[Property:P26]]:	112956
[[Property:P36]]:	112926
[[Property:P353]]:	112494
1970	112215
uit	111635
[[Q1028181]]	111084
Ergänze:	111059
und	110895
[[Property:P354]]:	110625
[[Q252]],	110385
1990	110026
1992	109983
[[Property:P345]],	109703
[[Property:P138]]:	109690
roll,	109591
[[Property:P380]]:	109307
plaats	109111
an,	108977
items	108781
actor	108512
birth	108341
z...	107958
an	107814
